Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2018,22987,Petrol,Manual,First,16.4,1198.0,73.9,5.0,2.1,Volkswagen
Hyundai i10 Era,Jaipur,2009,48725,Petrol,Manual,First,19.8,1086.0,68.05,5.0,1.75,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,2013,42500,Petrol,Manual,First,18.0,1197.0,81.86,5.0,6.17,Hyundai
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014,35000,Petrol,Automatic,First,17.0,1591.0,121.4,5.0,5.37,Hyundai
Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,2014,56000,Diesel,Manual,Second,17.0,1399.0,68.0,5.0,2.4,Ford
Tata Xenon XT EX 4X2,Hyderabad,2014,10000,Diesel,Manual,First,13.4,2179.0,138.03,5.0,3.5,Tata
Maruti Alto K10 2010-2014 VXI,Mumbai,2010,15669,Petrol,Manual,First,20.9,998.0,67.1,5.0,2.75,Maruti
Audi A6 2011-2015 35 TDI Premium,Kochi,2016,55331,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,39.58,Audi
Renault Duster 85PS Diesel RxL Optional,Pune,2015,44535,Diesel,Manual,First,20.4,1461.0,83.8,5.0,5.95,Renault
Mahindra Thar 4X4,Delhi,2012,74000,Diesel,Manual,First,16.5,2498.0,105.0,7.0,5.6,Mahindra
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2014,77901,Diesel,Manual,First,12.9,2494.0,100.6,7.0,13.9,Toyota
Maruti Swift Dzire VXi,Kolkata,2010,58186,Petrol,Manual,First,17.0,1298.0,85.8,5.0,2.2,Maruti
Chevrolet Aveo 1.6 LT,Mumbai,2010,30000,Petrol,Manual,First,14.0,1598.0,102.0,5.0,1.2,Chevrolet
Toyota Etios GD,Bangalore,2012,90000,Diesel,Manual,First,23.5,1364.0,94.0,5.0,3.25,Toyota
Jaguar XE Portfolio,Coimbatore,2018,14730,Petrol,Automatic,First,13.0,1999.0,246.74,5.0,34.5,Jaguar
Maruti Alto LXi,Jaipur,2013,40000,Petrol,Manual,Second,19.0,796.0,46.3,5.0,1.25,Maruti
Chevrolet Aveo U-VA 1.2 LS,Chennai,2007,88107,Petrol,Manual,Second,15.2,1150.0,74.9,5.0,1.15,Chevrolet
Volkswagen Vento 1.5 TDI Highline,Delhi,2012,53226,Diesel,Manual,Second,20.6,1498.0,108.5,5.0,7.95,Volkswagen
Maruti Swift VDI BSIV,Hyderabad,2013,76000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,5.6,Maruti
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2008,200000,Diesel,Manual,Second,12.0,2494.0,102.0,8.0,15.65,Toyota
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,2013,73000,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,26.5,Mercedes-Benz
Hyundai Accent GLE 1,Jaipur,2009,77200,Petrol,Manual,Second,13.0,1495.0,94.0,5.0,2.65,Hyundai
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,67000,Diesel,Automatic,Second,15.0,1968.0,140.8,5.0,17.74,Audi
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2005,150000,Diesel,Manual,Second,14.0,2499.0,80.0,10.0,5.5,Chevrolet
Mahindra Xylo E8 ABS BS IV,Jaipur,2009,145278,Diesel,Manual,Second,11.6,2498.0,112.0,8.0,7.06,Mahindra
Hyundai i20 Active SX Diesel,Chennai,2015,62083,Diesel,Manual,First,21.1,1396.0,88.76,5.0,5.6,Hyundai
Honda Civic 2006-2010 1.8 V MT,Pune,2010,61696,Petrol,Manual,First,13.0,1799.0,130.0,5.0,3.35,Honda
Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,2017,28000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,Ford
Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2013,50142,Diesel,Automatic,First,14.8,2143.0,170.0,5.0,19.0,Mercedes-Benz
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2014,45000,Petrol,Automatic,First,13.0,1798.0,157.75,5.0,6.89,Skoda
Skoda Rapid 1.5 TDI Elegance,Pune,2014,97513,Diesel,Manual,First,21.1,1498.0,103.52,5.0,4.75,Skoda
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,2011,55000,Petrol,Automatic,Second,12.0,1796.0,185.0,5.0,12.5,Mercedes-Benz
Maruti 800 AC,Hyderabad,2004,82000,Petrol,Manual,Second,16.0,796.0,37.0,4.0,1.0,Maruti
Maruti Swift LDI,Delhi,2013,71501,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.25,Maruti
Honda BR-V i-DTEC S MT,Hyderabad,2017,23000,Diesel,Manual,First,21.0,1498.0,98.6,7.0,5.6,Honda
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,66095,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,26.78,Audi
Toyota Fortuner 3.0 Diesel,Mumbai,2014,49500,Diesel,Manual,First,11.0,2982.0,171.0,7.0,13.49,Toyota
Toyota Camry MT with Moonroof,Chennai,2009,90000,Petrol,Manual,First,13.0,2362.0,164.7,5.0,5.6,Toyota
Maruti Ignis 1.2 Delta,Mumbai,2017,25384,Petrol,Manual,First,20.8,1197.0,81.8,5.0,6.06,Maruti
Hyundai Verna 1.6 VTVT S,Delhi,2016,27529,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,7.5,Hyundai
Honda City V MT,Kochi,2012,69297,Petrol,Manual,First,16.0,1497.0,116.3,5.0,4.5,Honda
Honda City 1.5 E MT,Hyderabad,2009,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5,Honda
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2012,20000,Diesel,Manual,First,21.0,1461.0,65.0,5.0,3.7,Mahindra
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,67000,Diesel,Automatic,First,11.0,2987.0,254.8,7.0,38.75,Mercedes-Benz
Hyundai EON D Lite Plus,Coimbatore,2015,36933,Petrol,Manual,First,21.0,814.0,55.2,5.0,3.55,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2007,194000,Diesel,Manual,First,12.9,2494.0,100.6,8.0,13.5,Toyota
Maruti Ertiga VDI,Kolkata,2013,42200,Diesel,Manual,First,20.7,1248.0,88.76,7.0,6.0,Maruti
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53093,Diesel,Automatic,Second,12.0,2967.0,241.4,7.0,12.95,Audi
Honda City 1.5 E MT,Pune,2012,88000,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,2.5,Honda
Maruti Alto K10 LXI,Kochi,2017,42954,Petrol,Manual,First,24.0,998.0,67.1,5.0,2.1,Maruti
Tata Indica V2 eLX,Chennai,2015,106000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,4.4,Tata
BMW 5 Series 2013-2017 520d Luxury Line,Kochi,2015,41700,Diesel,Automatic,First,18.1,1995.0,190.0,5.0,35.84,BMW
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2018,34464,Diesel,Automatic,First,19.2,2143.0,170.0,5.0,17.95,Mercedes-Benz
Chevrolet Beat LT,Ahmedabad,2010,15000,Petrol,Manual,First,17.0,1199.0,76.8,5.0,3.32,Chevrolet
Maruti Zen Estilo LXI BS IV,Pune,2010,70000,Petrol,Manual,Second,19.0,998.0,67.1,5.0,1.46,Maruti
Mahindra XUV500 W8 4WD,Hyderabad,2017,119256,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65,Mahindra
Honda City 1.5 V MT,Coimbatore,2011,50036,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2013,58000,Diesel,Manual,First,12.9,2494.0,100.6,7.0,11.11,Toyota
Hyundai i20 1.2 Magna,Pune,2011,75000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,1.87,Hyundai
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,53313,Petrol,Manual,First,20.9,998.0,67.1,5.0,2.75,Maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,2015,73000,Diesel,Manual,First,12.9,2494.0,100.6,8.0,13.5,Toyota
Nissan Micra Diesel XV,Kochi,2013,83989,Diesel,Manual,First,23.0,1461.0,63.1,5.0,3.5,Nissan
Hyundai Creta 1.6 CRDi SX,Chennai,2015,86247,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.75,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2016,24000,Diesel,Manual,First,12.9,2494.0,100.6,8.0,13.5,Toyota
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,58000,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,17.5,Mercedes-Benz
Hyundai i20 Asta 1.2,Kolkata,2015,33000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,4.65,Hyundai
Honda Accord VTi-L (AT),Hyderabad,2005,100000,Petrol,Automatic,First,11.0,2354.0,142.0,5.0,3.0,Honda
Toyota Innova Crysta 2.4 ZX MT,Hyderabad,2017,65896,Diesel,Manual,First,13.6,2393.0,147.8,7.0,18.65,Toyota
Hyundai i20 Asta Option 1.4 CRDi,Chennai,2016,120000,Diesel,Manual,First,22.5,1396.0,88.73,5.0,9.18,Hyundai
Mahindra Verito Vibe 1.5 dCi D6,Mumbai,2013,26000,Diesel,Manual,First,20.0,1461.0,64.1,5.0,5.6,Mahindra
Maruti Eeco 5 Seater AC,Chennai,2012,62300,Petrol,Manual,Second,15.0,1196.0,73.0,5.0,3.91,Maruti
Toyota Corolla Altis 1.8 G,Kochi,2012,77801,Petrol,Manual,First,14.2,1798.0,138.03,5.0,4.5,Toyota
Toyota Corolla Altis VL AT,Mumbai,2015,42000,Petrol,Automatic,First,14.2,1798.0,138.03,5.0,20.0,Toyota
Mercedes-Benz A Class A180 Sport,Bangalore,2013,35000,Petrol,Automatic,Second,15.0,1595.0,120.7,5.0,16.0,Mercedes-Benz
Hyundai i20 Asta 1.4 CRDi,Kolkata,2016,30134,Diesel,Manual,First,22.5,1396.0,88.73,5.0,8.35,Hyundai
Honda Accord 2.4 M/T,Delhi,2012,79038,Petrol,Manual,First,12.0,2354.0,177.6,5.0,6.0,Honda
Honda Accord 2.4 AT,Mumbai,2009,80000,Petrol,Automatic,Second,11.0,2354.0,177.6,5.0,2.6,Honda
Mahindra Bolero SLE BSIII,Hyderabad,2012,75000,Diesel,Manual,First,15.9,2523.0,62.1,7.0,2.7,Mahindra
Maruti Ritz LDi,Bangalore,2010,80000,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.91,Maruti
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,84419,Petrol,Automatic,First,13.0,1798.0,157.75,5.0,6.89,Skoda
Honda Amaze S i-Vtech,Kolkata,2013,70200,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda
Volkswagen Vento Petrol Highline,Chennai,2013,98000,Petrol,Manual,Second,15.0,1598.0,103.6,5.0,3.8,Volkswagen
Maruti Ritz LDi,Chennai,2016,131503,Diesel,Manual,First,23.0,1248.0,73.94,5.0,3.91,Maruti
Honda City 1.5 S MT,Jaipur,2011,54652,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda
Volkswagen Jetta 2007-2011 1.6 Trendline,Mumbai,2010,92000,Petrol,Manual,Second,14.0,1595.0,102.0,5.0,5.6,Volkswagen
Ford Figo Petrol ZXI,Kolkata,2010,44287,Petrol,Manual,First,15.0,1196.0,70.0,5.0,2.4,Ford
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,205000,Diesel,Manual,First,12.9,2494.0,100.6,7.0,10.9,Toyota
Hyundai Elite i20 Asta Option,Hyderabad,2015,48000,Petrol,Manual,First,18.0,1197.0,81.86,5.0,7.53,Hyundai
Mahindra KUV 100 mFALCON D75 K2,Mumbai,2016,18000,Diesel,Manual,First,25.3,1198.0,77.0,6.0,5.6,Mahindra
Bentley Flying Spur W12,Bangalore,2008,31200,Petrol,Automatic,Second,10.0,5998.0,616.0,5.0,5.6,Bentley
Honda City 1.5 V MT,Pune,2009,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
Hyundai i20 Magna,Mumbai,2009,85000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,2.65,Hyundai
Honda City 1.5 V MT,Kolkata,2010,27000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
Toyota Fortuner 2.8 2WD MT,Mumbai,2012,126000,Diesel,Manual,First,14.2,2755.0,174.5,7.0,18.9,Toyota
Tata Indica V2 DLS BSIII,Pune,2017,50000,Diesel,Manual,First,17.8,1405.0,48.21,5.0,1.8,Tata
Honda Amaze S i-Vtech,Mumbai,2013,58811,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.65,Honda
Volkswagen Polo Diesel Highline 1.2L,Pune,2013,52196,Diesel,Manual,First,22.0,1199.0,73.9,5.0,2.79,Volkswagen
Nissan Micra Active XV,Coimbatore,2017,45105,Petrol,Manual,First,19.6,1198.0,67.04,5.0,4.25,Nissan
Hyundai Grand i10 Sportz,Hyderabad,2015,25160,Petrol,Manual,Second,18.0,1197.0,82.0,5.0,3.6,Hyundai
Tata Tigor 1.2 Revotron XZ Option,Hyderabad,2017,18000,Petrol,Manual,First,20.0,1199.0,84.0,5.0,5.6,Tata
Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,2007,74000,Petrol,Manual,First,11.0,2354.0,144.0,5.0,5.6,Honda
Mahindra Xylo E4,Chennai,2009,67700,Diesel,Manual,First,14.0,2498.0,112.0,7.0,3.75,Mahindra
Land Rover Freelander 2 S Business Edition,Kochi,2015,61062,Diesel,Automatic,First,12.3,2179.0,147.51,5.0,5.6,Land Rover
Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,2016,105000,Diesel,Manual,First,12.9,2494.0,100.6,7.0,11.11,Toyota
Tata Indigo eCS eLX BS IV,Pune,2013,155550,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5,Tata
Maruti Vitara Brezza VDi Option,Delhi,2016,66000,Diesel,Manual,First,24.0,1248.0,88.5,5.0,9.58,Maruti
Honda City 1.5 V MT,Kochi,2012,93884,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5,Honda
Fiat Linea Emotion (Diesel),Mumbai,2009,200000,Diesel,Manual,First,20.0,1248.0,91.7,5.0,2.6,Fiat
Tata Tiago 1.2 Revotron XZ,Kolkata,2016,57200,Petrol,Manual,First,23.8,1199.0,84.0,5.0,5.88,Tata
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2013,93568,Diesel,Manual,First,22.0,1199.0,73.9,5.0,3.6,Volkswagen
Maruti Wagon R VXI BS IV,Kolkata,2014,54000,Petrol,Manual,First,20.5,998.0,67.04,5.0,4.45,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,40571,Diesel,Automatic,First,17.0,1582.0,126.2,5.0,15.5,Hyundai
Audi A4 35 TDI Technology,Hyderabad,2015,59000,Diesel,Automatic,First,18.2,1968.0,187.74,5.0,25.0,Audi
BMW X1 xDrive 20d xLine,Coimbatore,2017,17273,Diesel,Automatic,First,20.6,1995.0,190.0,5.0,27.75,BMW
Ford Endeavour 3.0L AT 4x2,Mumbai,2011,100077,Diesel,Automatic,Second,11.0,2953.0,153.86,7.0,5.6,Ford
Hyundai i10 Magna AT,Kochi,2011,39934,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,2.99,Hyundai
Maruti Vitara Brezza LDi,Bangalore,2016,46000,Diesel,Manual,First,24.0,1248.0,88.5,5.0,7.15,Maruti
Honda City 1.5 V MT,Coimbatore,2016,30842,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
Mercedes-Benz New C-Class 200 K AT,Mumbai,2005,65000,Petrol,Automatic,Second,11.0,1796.0,178.0,5.0,9.35,Mercedes-Benz
Volvo XC90 2007-2015 D5 AWD,Bangalore,2016,70000,Diesel,Manual,First,11.0,2400.0,200.0,7.0,23.65,Volvo
Toyota Fortuner 3.0 Diesel,Chennai,2011,150152,Diesel,Manual,Second,11.0,2982.0,171.0,7.0,13.49,Toyota
Nissan Teana 230jM,Coimbatore,2009,67038,Petrol,Automatic,First,9.0,2349.0,94.0,5.0,3.25,Nissan
Hyundai Santro Xing GLS CNG,Bangalore,2011,43985,CNG,Manual,First,16.632,1086.0,62.1,5.0,5.6,Hyundai
BMW X6 xDrive30d,Coimbatore,2014,58598,Diesel,Automatic,First,11.0,2993.0,241.0,4.0,42.5,BMW
Tata Indigo CS eVX,Pune,2016,100000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8,Tata
Audi Q5 30 TDI quattro Premium Plus,Jaipur,2016,35000,Diesel,Automatic,First,14.1,1968.0,174.3,5.0,39.0,Audi
Hyundai i10 Sportz 1.2,Pune,2008,84500,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.25,Hyundai
Maruti Baleno Delta 1.2,Kolkata,2018,18006,Petrol,Manual,First,21.0,1197.0,83.1,5.0,5.85,Maruti
Maruti Swift VDI,Hyderabad,2013,99000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,3.85,Maruti
Maruti Eeco 5 Seater AC,Delhi,2014,51200,Petrol,Manual,First,15.0,1196.0,73.0,5.0,3.91,Maruti
Toyota Land Cruiser Prado VX L,Pune,2014,130000,Diesel,Automatic,First,11.0,2982.0,170.3,7.0,5.6,Toyota
Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,2017,25000,Diesel,Automatic,First,16.3,1995.0,182.46,5.0,5.6,Hyundai
Maruti Baleno Delta,Kochi,2017,32352,Petrol,Manual,First,21.0,1197.0,83.1,5.0,5.8,Maruti
Hyundai i10 Sportz 1.2,Bangalore,2011,20000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.25,Hyundai
Audi A4 2.0 TDI,Bangalore,2013,46000,Diesel,Automatic,Second,16.5,1968.0,147.51,5.0,10.99,Audi
Maruti Dzire AMT ZXI Plus,Mumbai,2018,12500,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.5,Maruti
Toyota Innova 2.5 GX 8 STR,Delhi,2011,53138,Diesel,Manual,Third,12.0,2494.0,102.0,8.0,5.6,Toyota
Maruti Swift Dzire Tour LDI,Pune,2013,170000,Diesel,Manual,Second,23.0,1248.0,74.0,5.0,3.25,Maruti
Maruti Swift LDI,Kolkata,2012,38583,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.25,Maruti
Maruti Wagon R VXI AMT Opt,Hyderabad,2016,26000,Petrol,Automatic,First,22.0,998.0,67.0,5.0,5.6,Maruti
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,22865,Petrol,Manual,First,15.2,1591.0,121.3,5.0,12.03,Hyundai
Skoda Laura L and K MT,Kolkata,2013,45000,Diesel,Manual,First,17.0,1896.0,106.0,5.0,5.6,Skoda
Maruti Swift LXI Option,Kochi,2017,62889,Petrol,Manual,First,20.0,1197.0,81.8,5.0,4.15,Maruti
Maruti Omni MPI CARGO BSIV,Pune,2013,153000,Petrol,Manual,First,16.0,796.0,34.2,5.0,1.5,Maruti
Maruti Swift VDI,Ahmedabad,2016,67000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,3.85,Maruti
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.0,1198.0,86.7,5.0,4.75,Honda
Toyota Corolla H2,Chennai,2006,164000,Petrol,Manual,Second,13.0,1794.0,125.0,5.0,2.05,Toyota
Maruti Swift Dzire Vdi BSIV,Coimbatore,2018,57178,Diesel,Manual,First,19.0,1248.0,73.9,5.0,2.85,Maruti
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013,40000,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,19.0,Audi
Chevrolet Spark 1.0 LT,Mumbai,2007,40000,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0,Chevrolet
Hyundai Verna CRDi ABS,Mumbai,2007,89564,Diesel,Manual,Third,18.0,1493.0,110.0,5.0,2.0,Hyundai
Maruti Ertiga VXI,Delhi,2012,66727,Petrol,Manual,First,16.0,1373.0,93.7,7.0,5.5,Maruti
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,2013,75000,Diesel,Automatic,Second,15.7,1968.0,174.33,5.0,17.75,Audi
Chevrolet Cruze LTZ AT,Coimbatore,2017,31056,Diesel,Automatic,First,14.8,1998.0,163.7,5.0,3.8,Chevrolet
Volkswagen Vento Petrol Highline,Pune,2011,61000,Petrol,Manual,First,15.0,1598.0,103.6,5.0,3.8,Volkswagen
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,34782,Petrol,Automatic,First,16.0,1197.0,82.0,5.0,5.8,Hyundai
Hyundai i10 Sportz 1.2,Coimbatore,2012,31736,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.25,Hyundai
Nissan Terrano XV D Pre,Pune,2014,75000,Diesel,Manual,First,19.6,1461.0,108.5,5.0,6.92,Nissan
Mahindra Thar CRDe AC,Mumbai,2014,15000,Diesel,Manual,First,16.5,2498.0,105.0,6.0,5.5,Mahindra
Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2016,38503,Diesel,Manual,First,22.0,1498.0,89.84,5.0,4.42,Ford
Honda BRV i-DTEC V MT,Coimbatore,2017,45353,Diesel,Manual,First,21.0,1498.0,98.6,7.0,5.6,Honda
Land Rover Range Rover HSE,Hyderabad,2015,30000,Diesel,Automatic,First,12.0,2179.0,187.7,5.0,5.6,Land Rover
Toyota Etios G,Pune,2011,69470,Petrol,Manual,Second,17.0,1496.0,88.73,5.0,4.95,Toyota
Nissan Teana 230jM,Chennai,2008,63288,Petrol,Automatic,First,9.0,2349.0,94.0,5.0,3.25,Nissan
Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,2017,25087,Petrol,Manual,First,16.4,1198.0,74.0,5.0,5.6,Volkswagen
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2015,134000,Diesel,Manual,First,12.0,2494.0,102.0,7.0,8.9,Toyota
Chevrolet Cruze LTZ AT,Coimbatore,2015,54955,Diesel,Automatic,Third,14.8,1998.0,163.7,5.0,3.8,Chevrolet
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2017,28000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,10.95,Hyundai
Honda Amaze S i-Dtech,Ahmedabad,2015,45250,Diesel,Manual,First,25.0,1498.0,98.6,5.0,5.4,Honda
Land Rover Discovery 4 SDV6 SE,Kochi,2012,89190,Diesel,Automatic,Second,11.0,2993.0,245.41,7.0,5.6,Land Rover
Honda City i DTec VX Option BL,Coimbatore,2017,48184,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.6,Honda
Maruti Swift Dzire VDI,Kolkata,2015,42125,Diesel,Manual,First,26.5,1248.0,74.0,5.0,7.39,Maruti
Nissan Micra XV CVT,Coimbatore,2017,47052,Petrol,Automatic,First,19.1,1198.0,75.94,5.0,6.55,Nissan
Hyundai i10 Sportz 1.2,Mumbai,2011,67000,Petrol,Manual,Second,20.3,1197.0,78.9,5.0,2.25,Hyundai
Hyundai Santro GLS I - Euro II,Bangalore,2011,43189,Petrol,Manual,First,0.0,999.0,94.0,5.0,1.6,Hyundai
Maruti Swift Dzire VDI,Pune,2015,174889,Diesel,Manual,First,26.5,1248.0,74.0,5.0,7.39,Maruti
Maruti Alto LXI,Pune,2004,72135,Petrol,Manual,First,19.0,796.0,46.3,5.0,1.75,Maruti
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2017,17660,Diesel,Manual,First,24.0,1248.0,88.5,5.0,9.0,Maruti
Honda Accord 2.4 A/T,Pune,2009,120000,Petrol,Automatic,First,11.0,2354.0,177.6,5.0,4.45,Honda
Chevrolet Beat LT,Pune,2010,29629,Petrol,Manual,First,18.0,1199.0,76.8,5.0,3.32,Chevrolet
Maruti Swift VDI BSIV W ABS,Coimbatore,2016,69564,Diesel,Manual,First,17.0,1248.0,94.0,5.0,4.25,Maruti
Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017,34848,Diesel,Automatic,First,17.0,2143.0,170.0,5.0,45.0,Mercedes-Benz
Mahindra Xylo D4 BSIV,Kolkata,2013,61000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.9,Mahindra
Datsun GO Plus T Petrol,Mumbai,2015,21000,Petrol,Manual,First,19.8,1198.0,67.0,7.0,3.95,Datsun
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27912,Diesel,Automatic,First,16.3,2179.0,187.7,5.0,29.98,Jaguar
Maruti SX4 VDI,Kochi,2013,62909,Diesel,Manual,First,21.0,1248.0,88.8,5.0,2.5,Maruti
Maruti Celerio VXI,Kochi,2018,33140,Petrol,Manual,First,23.0,998.0,67.04,5.0,2.79,Maruti
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.2,1498.0,103.2,5.0,7.25,Volkswagen
Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,25571,Diesel,Manual,First,22.7,1498.0,98.59,5.0,6.6,Ford
Hyundai Santro LS zipDrive Euro I,Chennai,2002,120000,Petrol,Manual,Fourth & Above,0.0,999.0,94.0,5.0,5.6,Hyundai
Maruti Ertiga VDI,Kolkata,2016,12020,Diesel,Manual,First,20.7,1248.0,88.76,7.0,6.0,Maruti
Honda Brio VX AT,Mumbai,2014,36665,Petrol,Automatic,First,16.0,1198.0,86.8,5.0,6.46,Honda
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2018,41502,Diesel,Automatic,First,13.0,2477.0,175.56,7.0,5.6,Mitsubishi
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011,130000,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,17.5,Mercedes-Benz
Maruti Swift VDI Optional,Bangalore,2017,51000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,7.05,Maruti
Hyundai Accent GLE,Pune,2008,103000,Petrol,Manual,Second,13.0,1495.0,94.0,5.0,0.8,Hyundai
Audi A4 2.0 TDI,Delhi,2012,70000,Diesel,Automatic,First,16.5,1968.0,147.51,5.0,10.99,Audi
Honda City 1.5 S MT,Delhi,2010,56239,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21,Honda
BMW 3 Series 320d Sport,Ahmedabad,2016,40000,Diesel,Automatic,First,22.6,1995.0,190.0,5.0,21.6,BMW
Renault KWID Climber 1.0 AMT,Kochi,2018,19964,Petrol,Automatic,First,22.0,999.0,67.0,5.0,4.99,Renault
Mahindra Bolero VLX CRDe,Coimbatore,2012,72246,Diesel,Manual,First,13.0,2523.0,63.0,7.0,6.12,Mahindra
Hyundai Creta 1.6 SX Diesel,Kolkata,2018,15000,Diesel,Manual,First,20.0,1582.0,126.2,5.0,5.6,Hyundai
Tata Nano XT,Bangalore,2016,14000,Petrol,Manual,Fourth & Above,23.0,624.0,37.48,4.0,0.75,Tata
Volkswagen Polo 1.2 MPI Highline,Pune,2016,22764,Petrol,Manual,First,16.0,1199.0,74.0,5.0,6.0,Volkswagen
Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012,65000,Diesel,Automatic,First,18.3,1968.0,167.7,5.0,8.5,Volkswagen
